Detailed_ICD9_Code,Detailed_ICD9_Short_Title,Detailed_ICD9_Long_Title,RolledUp_ICD9_Code,RolledUp_ICD9_Short_Title,RolledUp_ICD9_Long_Title
64914,Obesity-postpartum,"Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",64900,Tobacco use disord-unsp,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
64920,Bariatric surg stat-unsp,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",64900,Tobacco use disord-unsp,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
64921,Bariatric surg stat-del,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",64900,Tobacco use disord-unsp,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
650,Normal delivery,Normal delivery,650,Normal delivery,Normal delivery
65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65101,Twin pregnancy-delivered,"Twin pregnancy, delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65183,Multi gest NEC-antepart,"Other specified multiple gestation, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65190,Multi gestat NOS-unspec,"Unspecified multiple gestation, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65191,Mult gestation NOS-deliv,"Unspecified multiple gestation, delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65193,Multi gest NOS-antepart,"Unspecified multiple gestation, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65163,Mult ges w fet loss-ante,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65170,Mul gest-fet reduct unsp,"Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65171,Mult gest-fet reduct del,"Multiple gestation following (elective) fetal reduction,delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65173,Mul gest-fet reduct ante,"Multiple gestation following (elective) fetal reduction, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65180,Multi gestat NEC-unspec,"Other specified multiple gestation, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65181,Multi gestat NEC-deliver,"Other specified multiple gestation, delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65143,Triplets w fet loss-ante,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65150,Quads w fetal loss-unsp,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65151,Quads w fetal loss-del,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65153,Quads w fetal loss-ante,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65160,Mult ges w fet loss-unsp,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65161,Mult ges w fet loss-del,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65123,Quadruplet preg-antepart,"Quadruplet pregnancy, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65130,Twins w fetal loss-unsp,"Twin pregnancy with fetal loss and retention of one fetus, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65131,Twins w fetal loss-del,"Twin pregnancy with fetal loss and retention of one fetus, delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65133,Twins w fetal loss-ante,"Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65140,Triplets w fet loss-unsp,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65141,Triplets w fet loss-del,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65103,Twin pregnancy-antepart,"Twin pregnancy, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65110,Triplet pregnancy-unspec,"Triplet pregnancy, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65111,Triplet pregnancy-deliv,"Triplet pregnancy, delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65113,Triplet preg-antepartum,"Triplet pregnancy, antepartum condition or complication",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65120,Quadruplet preg-unspec,"Quadruplet pregnancy, unspecified as to episode of care or not applicable",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65121,Quadruplet preg-deliver,"Quadruplet pregnancy, delivered, with or without mention of antepartum condition",65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
65280,Malposition NEC-unspec,"Other specified malposition or malpresentation, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65281,Malposition NEC-deliver,"Other specified malposition or malpresentation, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65283,Malposition NEC-antepart,"Other specified malposition or malpresentation, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65290,Malposition NOS-unspec,"Unspecified malposition or malpresentation, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65291,Malposition NOS-deliver,"Unspecified malposition or malpresentation, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65293,Malposition NOS-antepart,"Unspecified malposition or malpresentation, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65260,Mult gest malpresen-unsp,"Multiple gestation with malpresentation of one fetus or more, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65261,Mult gest malpres-deliv,"Multiple gestation with malpresentation of one fetus or more, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65263,Mult ges malpres-antepar,"Multiple gestation with malpresentation of one fetus or more, antepartum condtion or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65270,Prolapsed arm-unspec,"Prolapsed arm of fetus, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65271,Prolapsed arm-delivered,"Prolapsed arm of fetus, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65273,Prolapsed arm-antepart,"Prolapsed arm of fetus, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65240,Face/brow present-unspec,"Face or brow presentation, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65241,Face/brow present-deliv,"Face or brow presentation, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65243,Face/brow pres-antepart,"Face or brow presentation, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65250,High head at term-unspec,"High head at term, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65251,High head at term-deliv,"High head at term, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65253,High head term-antepart,"High head at term, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65220,Breech presentat-unspec,"Breech presentation without mention of version, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65221,Breech presentat-deliver,"Breech presentation without mention of version, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65223,Breech present-antepart,"Breech presentation without mention of version, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65230,Transv/obliq lie-unspec,"Transverse or oblique presentation, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65231,Transver/obliq lie-deliv,"Transverse or oblique presentation, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65233,Transv/obliq lie-antepar,"Transverse or oblique presentation, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65201,Unstable lie-delivered,"Unstable lie, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65203,Unstable lie-antepartum,"Unstable lie, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65210,Cephalic vers NOS-unspec,"Breech or other malpresentation successfully converted to cephalic presentation, unspecified as to episode of care or not applicable",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65211,Cephalic vers NOS-deliv,"Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65213,Cephal vers NOS-antepart,"Breech or other malpresentation successfully converted to cephalic presentation, antepartum condition or complication",65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65301,Pelvic deform NOS-deliv,"Major abnormality of bony pelvis, not further specified, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65303,Pelv deform NOS-antepart,"Major abnormality of bony pelvis, not further specified, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65310,Contract pelv NOS-unspec,"Generally contracted pelvis, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65311,Contract pelv NOS-deliv,"Generally contracted pelvis, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65313,Contrac pelv NOS-antepar,"Generally contracted pelvis, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65380,Disproportion NEC-unspec,"Disproportion of other origin, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65381,Disproportion NEC-deliv,"Disproportion of other origin, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65383,Dispropor NEC-antepartum,"Disproportion of other origin, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65390,Disproportion NOS-unspec,"Unspecified disproportion, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65391,Disproportion NOS-deliv,"Unspecified disproportion, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65393,Dispropor NOS-antepartum,"Unspecified disproportion, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65360,Hydrocephal fetus-unspec,"Hydrocephalic fetus causing disproportion, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65361,Hydroceph fetus-deliver,"Hydrocephalic fetus causing disproportion, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65363,Hydroceph fetus-antepart,"Hydrocephalic fetus causing disproportion, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65370,Oth abn fet disprop-unsp,"Other fetal abnormality causing disproportion, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65371,Oth abn fet dispro-deliv,"Other fetal abnormality causing disproportion, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65373,Oth abn fet dispro-antep,"Other fetal abnormality causing disproportion, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65340,Fetopelv disprop-unspec,"Fetopelvic disproportion, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65341,Fetopelv dispropor-deliv,"Fetopelvic disproportion, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65343,Fetopel disprop-antepart,"Fetopelvic disproportion, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65350,Fetal disprop NOS-unspec,"Unusually large fetus causing disproportion, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65351,Fetal disprop NOS-deliv,"Unusually large fetus causing disproportion, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65353,Fetal dispro NOS-antepar,"Unusually large fetus causing disproportion, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65320,Inlet contraction-unspec,"Inlet contraction of pelvis, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65321,Inlet contraction-deliv,"Inlet contraction of pelvis, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65323,Inlet contract-antepart,"Inlet contraction of pelvis, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65330,Outlet contraction-unsp,"Outlet contraction of pelvis, unspecified as to episode of care or not applicable",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65331,Outlet contraction-deliv,"Outlet contraction of pelvis, delivered, with or without mention of antepartum condition",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65333,Outlet contract-antepart,"Outlet contraction of pelvis, antepartum condition or complication",65300,Pelvic deform NOS-unspec,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable"
65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65401,Congen abn uterus-deliv,"Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65402,Cong abn uter-del w p/p,"Congenital abnormalities of uterus, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65403,Congen abn uter-antepart,"Congenital abnormalities of uterus, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65404,Congen abn uter-postpart,"Congenital abnormalities of uterus, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65410,Uter tumor in preg-unsp,"Tumors of body of uterus, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65484,Abnormal vulva-postpart,"Congenital or acquired abnormality of vulva, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65490,Abn pel NEC in preg-unsp,"Other and unspecified abnormality of organs and soft tissues of pelvis, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65491,Abn pelv org NEC-deliver,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65492,Abn pelv NEC-deliv w p/p,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65493,Abn pelv org NEC-antepar,"Other and unspecified abnormality of organs and soft tissues of pelvis, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65494,Abn pelv org NEC-postpar,"Other and unspecified abnormality of organs and soft tissues of pelvis, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65473,Abnorm vagina-antepartum,"Congenital or acquired abnormality of vagina, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65474,Abnorm vagina-postpartum,"Congenital or acquired abnormality of vagina, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65480,Abn vulva in preg-unspec,"Congenital or acquired abnormality of vulva, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65481,Abnormal vulva-delivered,"Congenital or acquired abnormality of vulva, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65482,Abnormal vulva-del w p/p,"Congenital or acquired abnormality of vulva, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65483,Abnormal vulva-antepart,"Congenital or acquired abnormality of vulva, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65462,Abn cervix NEC-del w p/p,"Other congenital or acquired abnormality of cervix, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65463,Abn cervix NEC-antepart,"Other congenital or acquired abnormality of cervix, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65464,Abn cervix NEC-postpart,"Other congenital or acquired abnormality of cervix, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65470,Abn vagina in preg-unsp,"Congenital or acquired abnormality of vagina, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65471,Abnorm vagina-delivered,"Congenital or acquired abnormality of vagina, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65472,Abnorm vagina-del w p/p,"Congenital or acquired abnormality of vagina, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65451,Cervical incompet-deliv,"Cervical incompetence, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65452,Cerv incompet-del w p/p,"Cervical incompetence, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65453,Cerv incompet-antepartum,"Cervical incompetence, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65454,Cerv incompet-postpartum,"Cervical incompetence, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65460,Abn cervix NEC preg-unsp,"Other congenital or acquired abnormality of cervix, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65461,Abn cervix NEC-delivered,"Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65440,Abn grav uterus NEC-unsp,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65441,Abn uterus NEC-delivered,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65442,Abn uterus NEC-del w p/p,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65443,Abn uterus NEC-antepart,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65444,Abn uterus NEC-postpart,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65450,Cerv incompet preg-unsp,"Cervical incompetence, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65423,Prev c-delivery-antepart,"Previous cesarean delivery, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65430,Retrovert uterus-unspec,"Retroverted and incarcerated gravid uterus, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65431,Retrovert uterus-deliver,"Retroverted and incarcerated gravid uterus, delivered, with mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65432,Retrovert uter-del w p/p,"Retroverted and incarcerated gravid uterus, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65433,Retrovert uter-antepart,"Retroverted and incarcerated gravid uterus, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65434,Retrovert uter-postpart,"Retroverted and incarcerated gravid uterus, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65411,Uterine tumor-delivered,"Tumors of body of uterus, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65412,Uterine tumor-del w p/p,"Tumors of body of uterus, delivered, with mention of postpartum complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65413,Uterine tumor-antepartum,"Tumors of body of uterus, antepartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65414,Uterine tumor-postpartum,"Tumors of body of uterus, postpartum condition or complication",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65420,Prev c-delivery unspec,"Previous cesarean delivery, unspecified as to episode of care or not applicable",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65421,Prev c-delivery-delivrd,"Previous cesarean delivery, delivered, with or without mention of antepartum condition",65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65501,Fetal cns malform-deliv,"Central nervous system malformation in fetus, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65503,Fetal cns malfor-antepar,"Central nervous system malformation in fetus, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65510,Fetal chromos abn-unspec,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65511,Fetal chromoso abn-deliv,"Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
